Respondent ID,Start Date,Race,Gender,Age,EducationLevel,EmploymentType,ExperienceLevel,JobTitle,SeniorityLevel,Promotions,Industry,BusinessType,CompanySize,JobPerformance,IsCompensation,IsGrowth,IsDecisions,IsCompanyBenefits,IsGrowthOpportunities
11446277194,3/25/2020 19:09,White,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Strategy Consultant,Senior level,Within 12 Months,Healthcare & Pharmaceuticals,,"1,000 to 10,000 Employees",Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree
11446391417,3/25/2020 19:54,White,Female,25-34,Master's Degree or Higher,,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11446441134,3/25/2020 20:14,White,Female,45-54,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11446563474,3/25/2020 21:04,White,Male,25-34,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11446582142,3/25/2020 21:12,White,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11446672072,3/25/2020 21:52,White,Female,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Chief Communications Officer,"C Suite (CEO, CFO, COO, CTO, CSO)",Within 12 Months,Social/Public Services,Non Profit,Less than 50 Employees,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11447002678,3/26/2020 0:23,White,Male,55-64,Associate's Degree,Self Employed/Entrepreneur,Less than one year,Retired,Senior level,More than 5 years,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11447205695,3/26/2020 2:05,Black or African American,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Associate attorney,Mid level,Never been promoted,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11447215029,3/26/2020 2:10,White,Female,18-24,Some College,Part Time Employee,One to five years,Scribe,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
11447232896,3/26/2020 2:21,Black or African American,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Mental Health Therapist,Mid level,In the last 1 to 5 years,Social/Public Services,Non Profit,50 to 250 Employees,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree
11447786836,3/26/2020 8:18,Black and white,Female,18-24,Some College,Full Time Employee,One to five years,Preschool Teacher,Entry level,Never been promoted,Child Day Care Services,,50 to 250 Employees,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree
11448659278,3/26/2020 14:25,White,Female,45-54,Bachelor's Degree,Part Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11449430229,3/26/2020 18:36,Black or African American,Female,25-34,Master's Degree or Higher,Part Time Employee,One to five years,Executive Director,Staff of 1...hard to say. Senior in theory.,Never been promoted,Social/Public Services,Non Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11449423973,3/26/2020 18:37,Multiracial or Multiethnic,Female,18-24,Bachelor's Degree,Full Time Employee,Less than one year,Medical Assistant/Scribe,Entry level,Within 12 Months,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Agree,Agree
11449426676,3/26/2020 18:38,White,Female,25-34,High School Diploma/GED,Full Time Employee,Less than one year,Pizza Hut General Manager,Mid level,Within 12 Months,Food & Beverages,For Profit,"More than 10,000 Employees",Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Disagree
11449429587,3/26/2020 18:39,White,Female,55-64,Bachelor's Degree,Temporary/Seasonal,Less than one year,Admissions Evaluator,Entry level,Never been promoted,Education,Non Profit,"1,000 to 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree
11449702424,3/26/2020 20:09,White,Male,35-44,Some College,Self Employed/Entrepreneur,Five to ten years,CEO,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,Advertising & Marketing,For Profit,Less than 50 Employees,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree
11452013718,3/27/2020 12:53,White,Female,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11453125365,3/27/2020 18:52,White,Female,18-24,High School Diploma/GED,Full Time Employee,One to five years,Administrative Coordinator,Entry level,Within 12 Months,Social/Public Services,Non Profit,50 to 250 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree
11456883918,3/29/2020 14:59,Native American or Alaska Native,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Dance Educator - Department Director,Mid level,In the last 1 to 5 years,Education,Government,"1,000 to 10,000 Employees",Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree
11457188676,3/29/2020 18:48,White,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Environmental Health Specialist,Mid level,Within 12 Months,Social/Public Services,Government,50 to 250 Employees,Agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree
11459955942,3/30/2020 18:18,White,Female,35-44,Master's Degree or Higher,Full Time Employee,Five to ten years,Coordinator,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Agree
11460436213,3/30/2020 21:14,Black or African American,Female,55-64,Bachelor's Degree,Full Time Employee,Ten years or more,Unit secretary,Senior level,Prefer not to answer,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree
11462496395,3/31/2020 14:09,White,Female,45-54,High School Diploma/GED,Self Employed/Entrepreneur,Ten years or more,President/CEO,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,Home service,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466171213,04/01/2020 15:22,Asian,Male,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Data analysis,Mid level,Never been promoted,Information Technology and Services,For Profit,"More than 10,000 Employees",Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466189554,04/01/2020 15:24,White,Female,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Director of International Programs,Mid level,Within 12 Months,Nonprofit,Non Profit,Less than 50 Employees,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree
11466182105,04/01/2020 15:25,White,Female,55-64,Bachelor's Degree,Full Time Employee,One to five years,Admin,Mid level,Never been promoted,Finance & Financial Services,For Profit,"1,000 to 10,000 Employees",Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Disagree
11466192972,04/01/2020 15:28,Black or African American,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Director,Senior level,Multiple Promotions,Nonprofit,Non Profit,Less than 50 Employees,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree
11466201655,04/01/2020 15:29,White,Male,45-54,Some College,Self Employed/Entrepreneur,One to five years,Partner,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,Information Technology and Services,For Profit,Less than 50 Employees,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree
11466200311,04/01/2020 15:30,White,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Senior SEO Coordinator,Senior level,Within 12 Months,Advertising & Marketing,For Profit,50 to 250 Employees,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466200463,04/01/2020 15:30,White,Female,35-44,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466217479,04/01/2020 15:32,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Human Resources Manager,Senior level,Never been promoted,Airlines & Aerospace (including Defense),For Profit,50 to 250 Employees,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11466219471,04/01/2020 15:35,White,Male,35-44,Master's Degree or Higher,Full Time Employee,Ten years or more,Teacher,Unsure,Never been promoted,Education,Government,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree
11466220877,04/01/2020 15:36,White,Female,45-54,Master's Degree or Higher,Full Time Employee,Less than one year,Director of Membership & Events,Senior level,Never been promoted,Nonprofit,Non Profit,Less than 50 Employees,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11466221464,04/01/2020 15:36,White,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466223472,04/01/2020 15:36,White,Male,45-54,Bachelor's Degree,Long Term Contract Employee,Less than one year,Senior Software Architect,Senior level,Never been promoted,Information Technology and Services,For Profit,50 to 250 Employees,Neither agree nor disagree,Strongly agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree
11466225178,04/01/2020 15:37,White,Female,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Compliance Manager,Senior level,Multiple Promotions,Retail & Consumer Durables,,50 to 250 Employees,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree
11466229299,04/01/2020 15:38,White,Female,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466229762,04/01/2020 15:38,Hispanic or Latino,Female,35-44,Some High School,Full Time Employee,Ten years or more,Supervisor,Mid level,More than 5 years,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466235986,04/01/2020 15:39,Black or African American,Male,35-44,Vocational/Technical School,Full Time Employee,Five to ten years,System Admimistrator,Senior level,Within 12 Months,Manufacturing,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Neither agree nor disagree
11466253471,04/01/2020 15:45,White,Male,55-64,Master's Degree or Higher,Full Time Employee,Ten years or more,Nurse anesthetist,Health care provider,Never been promoted,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
11466256206,04/01/2020 15:45,White,Male,18-24,High School Diploma/GED,Full Time Employee,Less than one year,Guest Service Advisor,Entry level,Within 12 Months,Entertainment & Leisure,For Profit,"250 to 1,000 Employees",Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
11466266130,04/01/2020 15:48,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,NURSE,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree
11466269484,04/01/2020 15:48,White,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Bar Manager,Senior level,Within 12 Months,Food & Beverages,For Profit,Less than 50 Employees,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
11466267289,04/01/2020 15:48,White,Male,25-34,Some College,Full Time Employee,One to five years,DevOps Manager,Senior level,Multiple Promotions,"Telecommunications, Technology, Internet & Electronics",For Profit,"250 to 1,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11466274635,04/01/2020 15:50,White,Female,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466278511,04/01/2020 15:51,Black or African American,Male,25-34,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466283060,04/01/2020 15:53,Multiracial or Multiethnic,Male,35-44,Master's Degree or Higher,Full Time Employee,One to five years,IT Architect,Senior level,Never been promoted,Transportation & Delivery,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11466289080,04/01/2020 15:54,White,Male,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Respiratory Therapist,Entry level,Within 12 Months,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466288537,04/01/2020 15:54,Black or African American,Female,25-34,Some College,Full Time Employee,One to five years,Assistant warehouse manager,Mid level,Never been promoted,Business Support & Logistics,Non Profit,"250 to 1,000 Employees",Disagree,Somewhat agree,Strongly disagree,Strongly disagree,Declined to Answer,Declined to Answer
11466298526,04/01/2020 15:57,White,Female,35-44,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466306351,04/01/2020 15:59,White,M,25-34,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466306299,04/01/2020 15:59,White,Male,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Portfolio Manager,Mid level,Multiple Promotions,Finance & Financial Services,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Somewhat disagree,Agree
11466310340,04/01/2020 16:00,Black or African American,Male,25-34,Master's Degree or Higher,Long Term Contract Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466329100,04/01/2020 16:05,White,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,BI Analyst,Mid level,Never been promoted,Recruiting,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree
11466333140,04/01/2020 16:07,Black or African American,Male,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Customer Support,Mid level,Never been promoted,Business Support & Logistics,For Profit,"250 to 1,000 Employees",Agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree
11466333422,04/01/2020 16:07,White,M,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Infosec Eng,Mid level,Never been promoted,Education,Government,"More than 10,000 Employees",Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree
11466334572,04/01/2020 16:07,White,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,One to five years,Agency owner,Senior level,Within 12 Months,Insurance,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466338571,04/01/2020 16:08,Black or African American,Female,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466342363,04/01/2020 16:09,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,RN,Entry level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree
11466344337,04/01/2020 16:10,White,Female,55-64,Bachelor's Degree,Full Time Employee,Five to ten years,Declined to Answer,Mid level,In the last 1 to 5 years,Manufacturing,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466349636,04/01/2020 16:11,White,Male,55-64,Bachelor's Degree,Full Time Employee,Ten years or more,Sales representative,Senior level,Prefer not to answer,"Construction, Machinery, and Homes",For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466358498,04/01/2020 16:13,White,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Workforce Programs Specialist,Mid level,Within 12 Months,Social/Public Services,Non Profit,Less than 50 Employees,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466363036,04/01/2020 16:15,White,Female,25-34,Associate's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466361869,04/01/2020 16:15,White,m,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Declined to Answer,Mid level,Prefer not to answer,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466365025,04/01/2020 16:15,White,Female,25-34,Some High School,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466365633,04/01/2020 16:16,White,Female,35-44,Some High School,Full Time Employee,One to five years,Sever,Mid level,Never been promoted,Food & Beverages,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree
11466382437,04/01/2020 16:21,Hispanic or Latino,Female,18-24,Associate's Degree,Full Time Employee,One to five years,Registered Respiratory therapist,Entry level,Within 12 Months,Healthcare & Pharmaceuticals,,"1,000 to 10,000 Employees",Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
11466384232,04/01/2020 16:21,White,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Registered Nurse,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11466385019,04/01/2020 16:22,Black or African American,Male,25-34,Some College,Full Time Employee,Less than one year,Research Specialist,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,Non Profit,50 to 250 Employees,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree
11466385443,04/01/2020 16:22,Black or African American,Male,18-24,Some College,Self Employed/Entrepreneur,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466389707,04/01/2020 16:23,Asian,Male,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Declined to Answer,Senior level,Within 12 Months,Retail & Consumer Durables,For Profit,"250 to 1,000 Employees",Strongly agree,Agree,Strongly agree,Agree,Agree,Agree
11466414507,04/01/2020 16:31,White,Female,45-54,Some College,Full Time Employee,Ten years or more,Insurance Coordinator,Senior level,Prefer not to answer,Healthcare & Pharmaceuticals,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466414342,04/01/2020 16:31,White,Female,55-64,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466427870,04/01/2020 16:34,White,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,Five to ten years,CTO,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,"Telecommunications, Technology, Internet & Electronics",For Profit,Less than 50 Employees,Agree,Agree,Strongly agree,Agree,Agree,Agree
11466436400,04/01/2020 16:38,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Data Analyst,Entry level,Never been promoted,Transportation & Delivery,For Profit,50 to 250 Employees,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
11466449415,04/01/2020 16:42,Hispanic or Latino,Male,45-54,Associate's Degree,Full Time Employee,Ten years or more,Technician,Senior level,Within 12 Months,Airlines & Aerospace (including Defense),For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
11466463311,04/01/2020 16:46,Hispanic or Latino,female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Data Science Manager,Senior level,In the last 1 to 5 years,Food & Beverages,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
11466478361,04/01/2020 16:51,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Assistant Operations Manager,Senior level,Within 12 Months,"Construction, Machinery, and Homes",For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11466478212,04/01/2020 16:51,White,Male,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,CEO,"C Suite (CEO, CFO, COO, CTO, CSO)",Never been promoted,Information Technology and Services,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Somewhat disagree,Agree
11466482657,04/01/2020 16:52,White,Female,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466512412,04/01/2020 17:02,Hispanic or Latino,Male,18-24,High School Diploma/GED,Full Time Employee,Five to ten years,Fresh Cap 1 Supervisor,Mid level,Within 12 Months,Advertising & Marketing,For Profit,"250 to 1,000 Employees",Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
11466529474,04/01/2020 17:07,White,Female,18-24,Vocational/Technical School,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466555125,04/01/2020 17:15,White,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,Ten years or more,Director of Operations,Senior level,More than 5 years,Transportation & Delivery,For Profit,Less than 50 Employees,Disagree,Agree,Agree,Agree,Disagree,Agree
11466564634,04/01/2020 17:18,White,Female,35-44,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466568950,04/01/2020 17:20,Black or African American,Female,35-44,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466616931,04/01/2020 17:35,White,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Rn,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Government,"1,000 to 10,000 Employees",Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Agree
11466617605,04/01/2020 17:35,Hispanic or Latino,Male,35-44,High School Diploma/GED,Full Time Employee,One to five years,Maintenance tech,Mid level,Within 12 Months,Air Conditioning tech,For Profit,50 to 250 Employees,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree
11466629515,04/01/2020 17:39,White,Male,25-34,Associate's Degree,Full Time Employee,One to five years,Respiratory Therapist,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11466641878,04/01/2020 17:42,White,Male,45-54,Master's Degree or Higher,Full Time Employee,Less than one year,Execution Analyst,Mid level,Never been promoted,Finance & Financial Services,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11466650178,04/01/2020 17:45,Hispanic or Latino,Female,25-34,Some College,Full Time Employee,Five to ten years,Sterile tech,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,Government,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
11466650532,04/01/2020 17:45,White,Male,18-24,Bachelor's Degree,Full Time Employee,One to five years,RN,Entry level,Prefer not to answer,Healthcare & Pharmaceuticals,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11466660777,04/01/2020 17:49,White,Female,45-54,Associate's Degree,Full Time Employee,One to five years,Sonographer II,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11466666949,04/01/2020 17:51,Black or African American,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466670510,04/01/2020 17:52,White,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Nurse practitioner,Mid level,In the last 1 to 5 years,Healthcare & Pharmaceuticals,Government,"1,000 to 10,000 Employees",Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11466674602,04/01/2020 17:53,White,Male,45-54,High School Diploma/GED,Self Employed/Entrepreneur,Less than one year,Owner,Senior level,Prefer not to answer,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466716181,04/01/2020 18:06,White,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Respiratory therapist,Mid level,Never been promoted,Healthcare & Pharmaceuticals,Non Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
11466727643,04/01/2020 18:10,White,Female,45-54,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466735089,04/01/2020 18:11,White,female,18-24,Bachelor's Degree,Full Time Employee,Less than one year,Respiratory Therapist,Entry level,Never been promoted,Healthcare & Pharmaceuticals,For Profit,"More than 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree
11466733461,04/01/2020 18:12,White,Male,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,NextGen Security Analyst,Entry level,Never been promoted,Information Technology and Services,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11466751899,04/01/2020 18:17,Black or African American,Female,45-54,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11466751907,04/01/2020 18:17,White,Female,45-54,High School Diploma/GED,Full Time Employee,Ten years or more,SPD Tech,Entry level,Prefer not to answer,Healthcare & Pharmaceuticals,Non Profit,"More than 10,000 Employees",Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
